"","X","mp_id","name.x","level.x","riding_name.x","riding_id.x","province.x","party.x","region.x.x","region.y.x","total_pop.x","male.x","female.x","age0m14.x","age15m29.x","age30m44.x","age45m59.x","age60m74.x","age75p.x","age18p.x","english.x","french.x","otherLang.x","income40m.x","income40m99.x","income100p.x","educHSB.x","educColl.x","educUniv.x","vote2018_CAQ.x","vote2018_PQ.x","vote2018_PLQ.x","vote2018_QS.x","vote2018_PCQ.x","char","value","value.Cluster","value.Themes","theme","name.y","level.y","riding_name.y","riding_id.y","province.y","party.y","region.x.y","region.y.y","total_pop.y","male.y","female.y","age0m14.y","age15m29.y","age30m44.y","age45m59.y","age60m74.y","age75p.y","age18p.y","english.y","french.y","otherLang.y","income40m.y","income40m99.y","income100p.y","educHSB.y","educColl.y","educUniv.y","vote2018_CAQ.y","vote2018_PQ.y","vote2018_PLQ.y","vote2018_QS.y","vote2018_PCQ.y","qid","gender"
"1",3401,341,"Pierre Dufour","prov","Abitibi-Est",648,NA,"CAQ",NA,"abitibi",44057,0.50887573964497,0.49112426035503,0.178326952082608,0.181111497853579,0.180763429632208,0.234946049425688,0.17461422438798,0.05012182387748,0.790446664370192,0.0243414863593603,0.943908748824083,0.0318673565380997,0.319143446852425,0.393704850361197,0.287151702786378,0.503671279299633,0.35639649816436,0.139932222536007,0.4272,0.1948,0.1875,0.1566,0.0169,"c1","Pro-Environmental Initiatives",10,"pro - environment policy  || pro - environmental protection  || pro environmental policies  || pro - environmental policies  || pro - environmental initiatives ","environment","Pierre Dufour","prov","Abitibi-Est",648,NA,"CAQ",NA,"abitibi",44057,0.50887573964497,0.49112426035503,0.178326952082608,0.181111497853579,0.180763429632208,0.234946049425688,0.17461422438798,0.05012182387748,0.790446664370192,0.0243414863593603,0.943908748824083,0.0318673565380997,0.319143446852425,0.393704850361197,0.287151702786378,0.503671279299633,0.35639649816436,0.139932222536007,0.4272,0.1948,0.1875,0.1566,0.0169,"Q59312666","Male"
"2",3402,341,"Pierre Dufour","prov","Abitibi-Est",648,NA,"CAQ",NA,"abitibi",44057,0.50887573964497,0.49112426035503,0.178326952082608,0.181111497853579,0.180763429632208,0.234946049425688,0.17461422438798,0.05012182387748,0.790446664370192,0.0243414863593603,0.943908748824083,0.0318673565380997,0.319143446852425,0.393704850361197,0.287151702786378,0.503671279299633,0.35639649816436,0.139932222536007,0.4272,0.1948,0.1875,0.1566,0.0169,"c2","Increasing Diversity",4,"pro - social justice  || pro - gender equality  || gender equality advocate  || social equality  || pro - immigrant rights ","social_justice","Pierre Dufour","prov","Abitibi-Est",648,NA,"CAQ",NA,"abitibi",44057,0.50887573964497,0.49112426035503,0.178326952082608,0.181111497853579,0.180763429632208,0.234946049425688,0.17461422438798,0.05012182387748,0.790446664370192,0.0243414863593603,0.943908748824083,0.0318673565380997,0.319143446852425,0.393704850361197,0.287151702786378,0.503671279299633,0.35639649816436,0.139932222536007,0.4272,0.1948,0.1875,0.1566,0.0169,"Q59312666","Male"
"3",3403,341,"Pierre Dufour","prov","Abitibi-Est",648,NA,"CAQ",NA,"abitibi",44057,0.50887573964497,0.49112426035503,0.178326952082608,0.181111497853579,0.180763429632208,0.234946049425688,0.17461422438798,0.05012182387748,0.790446664370192,0.0243414863593603,0.943908748824083,0.0318673565380997,0.319143446852425,0.393704850361197,0.287151702786378,0.503671279299633,0.35639649816436,0.139932222536007,0.4272,0.1948,0.1875,0.1566,0.0169,"c3","Supporting Human Rights",4,"pro - social justice  || pro - gender equality  || gender equality advocate  || social equality  || pro - immigrant rights ","social_justice","Pierre Dufour","prov","Abitibi-Est",648,NA,"CAQ",NA,"abitibi",44057,0.50887573964497,0.49112426035503,0.178326952082608,0.181111497853579,0.180763429632208,0.234946049425688,0.17461422438798,0.05012182387748,0.790446664370192,0.0243414863593603,0.943908748824083,0.0318673565380997,0.319143446852425,0.393704850361197,0.287151702786378,0.503671279299633,0.35639649816436,0.139932222536007,0.4272,0.1948,0.1875,0.1566,0.0169,"Q59312666","Male"
"4",3404,341,"Pierre Dufour","prov","Abitibi-Est",648,NA,"CAQ",NA,"abitibi",44057,0.50887573964497,0.49112426035503,0.178326952082608,0.181111497853579,0.180763429632208,0.234946049425688,0.17461422438798,0.05012182387748,0.790446664370192,0.0243414863593603,0.943908748824083,0.0318673565380997,0.319143446852425,0.393704850361197,0.287151702786378,0.503671279299633,0.35639649816436,0.139932222536007,0.4272,0.1948,0.1875,0.1566,0.0169,"c4","Poverty Reduction",8,"economic development  || local economic development  || regional investment advocate  || economic - development . reduction  || the economic sector ","ecn_dev","Pierre Dufour","prov","Abitibi-Est",648,NA,"CAQ",NA,"abitibi",44057,0.50887573964497,0.49112426035503,0.178326952082608,0.181111497853579,0.180763429632208,0.234946049425688,0.17461422438798,0.05012182387748,0.790446664370192,0.0243414863593603,0.943908748824083,0.0318673565380997,0.319143446852425,0.393704850361197,0.287151702786378,0.503671279299633,0.35639649816436,0.139932222536007,0.4272,0.1948,0.1875,0.1566,0.0169,"Q59312666","Male"
"5",3405,341,"Pierre Dufour","prov","Abitibi-Est",648,NA,"CAQ",NA,"abitibi",44057,0.50887573964497,0.49112426035503,0.178326952082608,0.181111497853579,0.180763429632208,0.234946049425688,0.17461422438798,0.05012182387748,0.790446664370192,0.0243414863593603,0.943908748824083,0.0318673565380997,0.319143446852425,0.393704850361197,0.287151702786378,0.503671279299633,0.35639649816436,0.139932222536007,0.4272,0.1948,0.1875,0.1566,0.0169,"c5","Free Education",22,"improved education  || education reform  || increased education funding  || education - focused .. promotion  || public education initiatives ","education","Pierre Dufour","prov","Abitibi-Est",648,NA,"CAQ",NA,"abitibi",44057,0.50887573964497,0.49112426035503,0.178326952082608,0.181111497853579,0.180763429632208,0.234946049425688,0.17461422438798,0.05012182387748,0.790446664370192,0.0243414863593603,0.943908748824083,0.0318673565380997,0.319143446852425,0.393704850361197,0.287151702786378,0.503671279299633,0.35639649816436,0.139932222536007,0.4272,0.1948,0.1875,0.1566,0.0169,"Q59312666","Male"
"6",3406,341,"Pierre Dufour","prov","Abitibi-Est",648,NA,"CAQ",NA,"abitibi",44057,0.50887573964497,0.49112426035503,0.178326952082608,0.181111497853579,0.180763429632208,0.234946049425688,0.17461422438798,0.05012182387748,0.790446664370192,0.0243414863593603,0.943908748824083,0.0318673565380997,0.319143446852425,0.393704850361197,0.287151702786378,0.503671279299633,0.35639649816436,0.139932222536007,0.4272,0.1948,0.1875,0.1566,0.0169,"c6","Quebeckers Representation",6,"Quebec 's language and cultural identity .. promotion  || francophone - quebecois culture  || Quebec 's language  || Quebec 's interests  || quebeckers representation ","nation_qc","Pierre Dufour","prov","Abitibi-Est",648,NA,"CAQ",NA,"abitibi",44057,0.50887573964497,0.49112426035503,0.178326952082608,0.181111497853579,0.180763429632208,0.234946049425688,0.17461422438798,0.05012182387748,0.790446664370192,0.0243414863593603,0.943908748824083,0.0318673565380997,0.319143446852425,0.393704850361197,0.287151702786378,0.503671279299633,0.35639649816436,0.139932222536007,0.4272,0.1948,0.1875,0.1566,0.0169,"Q59312666","Male"
"7",3407,341,"Pierre Dufour","prov","Abitibi-Est",648,NA,"CAQ",NA,"abitibi",44057,0.50887573964497,0.49112426035503,0.178326952082608,0.181111497853579,0.180763429632208,0.234946049425688,0.17461422438798,0.05012182387748,0.790446664370192,0.0243414863593603,0.943908748824083,0.0318673565380997,0.319143446852425,0.393704850361197,0.287151702786378,0.503671279299633,0.35639649816436,0.139932222536007,0.4272,0.1948,0.1875,0.1566,0.0169,"c7","Revitalizing Francophone Education",6,"Quebec 's language and cultural identity .. promotion  || francophone - quebecois culture  || Quebec 's language  || Quebec 's interests  || quebeckers representation ","nation_qc","Pierre Dufour","prov","Abitibi-Est",648,NA,"CAQ",NA,"abitibi",44057,0.50887573964497,0.49112426035503,0.178326952082608,0.181111497853579,0.180763429632208,0.234946049425688,0.17461422438798,0.05012182387748,0.790446664370192,0.0243414863593603,0.943908748824083,0.0318673565380997,0.319143446852425,0.393704850361197,0.287151702786378,0.503671279299633,0.35639649816436,0.139932222536007,0.4272,0.1948,0.1875,0.1566,0.0169,"Q59312666","Male"
"8",3408,341,"Pierre Dufour","prov","Abitibi-Est",648,NA,"CAQ",NA,"abitibi",44057,0.50887573964497,0.49112426035503,0.178326952082608,0.181111497853579,0.180763429632208,0.234946049425688,0.17461422438798,0.05012182387748,0.790446664370192,0.0243414863593603,0.943908748824083,0.0318673565380997,0.319143446852425,0.393704850361197,0.287151702786378,0.503671279299633,0.35639649816436,0.139932222536007,0.4272,0.1948,0.1875,0.1566,0.0169,"c8","Investing in Infrastructure",10,"pro - environment policy  || pro - environmental protection  || pro environmental policies  || pro - environmental policies  || pro - environmental initiatives ","environment","Pierre Dufour","prov","Abitibi-Est",648,NA,"CAQ",NA,"abitibi",44057,0.50887573964497,0.49112426035503,0.178326952082608,0.181111497853579,0.180763429632208,0.234946049425688,0.17461422438798,0.05012182387748,0.790446664370192,0.0243414863593603,0.943908748824083,0.0318673565380997,0.319143446852425,0.393704850361197,0.287151702786378,0.503671279299633,0.35639649816436,0.139932222536007,0.4272,0.1948,0.1875,0.1566,0.0169,"Q59312666","Male"
"9",3409,341,"Pierre Dufour","prov","Abitibi-Est",648,NA,"CAQ",NA,"abitibi",44057,0.50887573964497,0.49112426035503,0.178326952082608,0.181111497853579,0.180763429632208,0.234946049425688,0.17461422438798,0.05012182387748,0.790446664370192,0.0243414863593603,0.943908748824083,0.0318673565380997,0.319143446852425,0.393704850361197,0.287151702786378,0.503671279299633,0.35639649816436,0.139932222536007,0.4272,0.1948,0.1875,0.1566,0.0169,"c9","Job Creation",2,"growing innovation  || innovation advocate  || business innovation  || innovative solutions  || digital and technological innovation ","innovation","Pierre Dufour","prov","Abitibi-Est",648,NA,"CAQ",NA,"abitibi",44057,0.50887573964497,0.49112426035503,0.178326952082608,0.181111497853579,0.180763429632208,0.234946049425688,0.17461422438798,0.05012182387748,0.790446664370192,0.0243414863593603,0.943908748824083,0.0318673565380997,0.319143446852425,0.393704850361197,0.287151702786378,0.503671279299633,0.35639649816436,0.139932222536007,0.4272,0.1948,0.1875,0.1566,0.0169,"Q59312666","Male"
"10",3410,341,"Pierre Dufour","prov","Abitibi-Est",648,NA,"CAQ",NA,"abitibi",44057,0.50887573964497,0.49112426035503,0.178326952082608,0.181111497853579,0.180763429632208,0.234946049425688,0.17461422438798,0.05012182387748,0.790446664370192,0.0243414863593603,0.943908748824083,0.0318673565380997,0.319143446852425,0.393704850361197,0.287151702786378,0.503671279299633,0.35639649816436,0.139932222536007,0.4272,0.1948,0.1875,0.1566,0.0169,"c10","Tax Revenues Protection.",14,"fiscal responsibility  || pro fiscal responsibility  || strong fiscal responsibility  || fiscal discipline  || responsible fiscal management ","fiscal","Pierre Dufour","prov","Abitibi-Est",648,NA,"CAQ",NA,"abitibi",44057,0.50887573964497,0.49112426035503,0.178326952082608,0.181111497853579,0.180763429632208,0.234946049425688,0.17461422438798,0.05012182387748,0.790446664370192,0.0243414863593603,0.943908748824083,0.0318673565380997,0.319143446852425,0.393704850361197,0.287151702786378,0.503671279299633,0.35639649816436,0.139932222536007,0.4272,0.1948,0.1875,0.1566,0.0169,"Q59312666","Male"
